Sim. Command,Time,tr_node0_to_node1,tr_node1_to_node0,tr_node1_to_node2,tr_node2_to_node1,tr_node2_to_node3,tr_node3_to_node2,tr_node3_to_node4,tr_node4_to_node3,tr_node4_to_node5,tr_node5_to_node4,tr_node5_to_node6,tr_node6_to_node5,tr_node6_to_node7,tr_node7_to_node6,tr_node7_to_node8,tr_node8_to_node7,tr_node8_to_node9,tr_node9_to_node8
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.496161000001,0,2,0,0,2,0,6,0,0,3,0,0,0,3,0,0,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.501178000001,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.5062650000009999,0,0,0,4,0,0,0,1,3,0,0,0,0,0,4,0,0,3
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.511325000001,1,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.516407000001,0,0,4,0,0,5,1,0,2,0,0,6,0,0,0,0,3,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.521434000001,0,3,0,5,0,0,5,0,2,0,0,0,0,0,0,0,5,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.526549000001,2,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,5,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.531590000001,3,0,0,0,0,0,1,0,0,0,10,0,0,0,0,3,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.536642000001,6,0,1,0,0,0,2,0,0,8,0,0,1,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.541752000001,6,0,1,0,0,0,3,0,0,9,0,1,0,1,0,3,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.546853000001,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.551963599998,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.5570820000009999,0,0,2,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.562121000001,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,3,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.567130000001,1,0,0,0,0,1,3,0,2,0,0,3,0,0,0,5,0,3
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.572206000001,3,0,0,0,0,0,0,0,8,0,0,6,0,0,0,5,0,3
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.577250000001,4,0,0,0,1,0,0,1,9,0,0,8,0,0,0,8,0,3
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.582257000001,6,0,0,0,0,1,5,0,10,0,0,10,0,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.587374000001,7,0,0,2,1,0,0,6,0,1,0,0,8,0,1,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.592507000001,0,0,0,0,4,0,6,0,2,0,2,0,0,2,0,1,3,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.597532000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,8,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.602656000001,1,0,3,0,1,1,0,3,0,0,1,0,0,0,0,1,9,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.607678000001,0,0,0,0,6,0,3,0,1,0,2,0,0,5,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.612700000001,0,0,0,0,7,0,4,0,1,0,2,0,0,10,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.617726000001,0,0,0,0,6,1,0,0,0,8,0,0,0,0,5,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.622783000001,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.627805000001,0,0,3,0,0,4,0,0,2,0,1,0,0,0,0,5,0,5
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.632886000001,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,0,5
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.637887000001,0,0,3,0,0,5,0,0,1,0,1,0,1,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.642939000001,0,0,6,0,0,8,0,0,0,2,0,1,0,3,0,0,1,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.648004000001,0,0,0,5,0,2,0,0,8,0,0,1,0,3,0,3,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.653049000001,0,0,0,0,1,0,0,0,10,0,0,2,0,4,0,4,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.658074000001,4,0,1,0,1,0,0,6,0,0,0,0,0,0,7,0,0,5
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.663139000001,0,2,0,0,0,1,6,0,0,3,0,0,0,0,2,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.668217000001,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,2,0,1
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.6733060000009999,0,1,0,1,0,1,7,0,0,0,0,9,0,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.6783330000009999,0,0,2,0,1,0,0,7,0,0,0,0,4,0,1,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.683515000001,0,0,0,6,0,0,3,0,1,0,2,0,4,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.6885990000009999,1,0,3,0,2,0,3,0,0,1,0,0,0,1,0,0,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.693620000001,0,1,0,0,1,0,0,4,0,0,0,3,0,0,0,0,1,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.698674000001,0,0,0,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.703755000001,0,0,3,0,1,0,0,4,1,0,2,0,3,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.7087950000009999,0,0,5,0,1,0,0,10,0,0,0,0,0,1,0,0,0,1
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.7138760000009999,0,0,2,0,0,0,2,0,1,0,0,1,0,2,0,0,0,1
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.718960000001,2,0,5,0,0,1,0,4,0,0,0,0,0,1,3,0,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.724005000001,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.729053000001,1,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,1,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.734116799998,0,0,1,0,0,1,0,0,0,0,6,0,0,1,1,0,1,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.739224000001,0,0,0,0,2,0,0,0,0,2,8,0,0,3,0,0,1,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.744255000001,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,1
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.749312000001,0,0,1,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.7543960000009999,0,3,1,0,0,0,0,1,0,1,0,0,4,0,2,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.7594850000009999,0,1,0,0,0,0,0,0,5,0,0,0,5,0,3,0,1,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.764490000001,0,2,2,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.769587000001,1,0,0,0,3,0,0,1,0,0,2,0,0,2,0,1,0,1
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.774605000001,0,0,0,0,4,0,0,1,0,1,0,8,0,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.779676000001,0,0,1,0,0,1,0,0,6,0,0,2,0,0,2,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.784821000001,0,0,0,1,7,0,2,0,0,0,0,0,6,0,0,1,2,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.7898430000009999,0,1,3,0,0,0,10,0,0,2,0,0,0,1,0,0,3,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.794927000001,0,0,4,0,0,2,0,0,0,0,10,0,0,2,0,1,4,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.799973000001,1,0,6,0,0,2,0,0,0,1,10,0,0,3,0,2,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.8050200000009999,1,0,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.810084000001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.815122000001,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.820180000001,0,0,0,0,0,1,7,0,0,1,0,2,0,3,0,0,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.825203000001,0,0,3,0,0,5,1,0,0,2,0,1,0,0,0,0,1,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.830256000001,0,0,5,0,0,6,0,3,0,0,0,0,0,0,2,0,2,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.835336000001,0,1,6,0,0,8,0,6,0,0,0,2,0,0,0,0,3,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.840408000001,0,0,1,0,3,0,3,0,1,0,0,3,0,0,0,2,3,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.845452000001,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.850465000001,1,0,0,2,0,4,0,0,0,4,0,3,0,0,4,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.855534000001,4,0,0,10,0,0,0,0,0,0,0,0,0,1,4,0,0,1
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.860535000001,4,0,0,10,0,0,3,0,1,0,1,0,0,2,4,0,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.8655970000009999,7,0,0,10,0,0,7,0,0,0,3,0,0,6,1,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.870674000001,0,0,0,1,0,0,10,0,0,10,0,0,0,0,0,2,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.875680000001,0,0,0,0,0,0,10,0,0,10,0,0,0,3,0,0,1,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.880711000001,0,5,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.885749000001,0,0,1,0,0,0,0,1,0,2,3,0,0,2,0,1,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.890833000001,4,0,0,0,1,0,1,0,0,0,0,8,0,0,0,2,0,2
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.895845000001,7,0,0,0,0,1,0,0,3,0,0,9,0,0,0,4,0,4
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.9009320000009999,0,0,5,0,2,0,0,0,0,1,0,0,0,4,0,0,0,4
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.906046000001,0,1,0,1,0,0,0,0,6,0,0,8,0,0,0,0,1,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.911079000001,0,0,1,0,0,0,0,7,1,1,0,3,0,0,3,0,0,4
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.916083000001,4,0,0,0,0,6,0,0,1,0,0,0,0,4,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.921125000001,5,0,0,8,0,0,0,4,1,0,0,0,0,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.926196000001,5,0,0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.931227000001,0,0,1,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.9362440000009999,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.9413440000009999,3,0,0,3,0,0,1,0,0,0,0,2,0,0,0,2,0,1
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.9464225999979999,3,0,0,3,0,0,0,0,5,0,0,8,0,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.9514940000009999,0,3,0,0,2,0,6,0,1,0,0,2,0,0,4,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.9566020000009999,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,5,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.961642000001,0,0,1,0,2,0,0,0,0,0,4,0,0,3,0,0,7,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.966692000001,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.971730000001,3,0,3,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.9768450000009999,6,0,4,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.981853000001,8,0,5,0,0,2,0,9,0,0,2,0,0,0,0,4,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.986897000001,0,0,0,7,0,0,7,0,1,0,0,2,0,0,0,0,2,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.991922000001,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0
project/sim_ext.py --sim-time 1 --seq-graph project/file/chain_10_node_seq_1000.json --key-size 128 --mess-rate 0.04 --traffic project/file/traffic_chain_10.json,0.996950000001,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
